Date,HomeTeam,AwayTeam,Result,HomeWinOdds,DrawOdds,AwayWinOdds,OverOdds,UnderOdds,HTeam,HM,HW,HD,HL,HG,HGA,HPTS,HxG,HNPxG,HxGA,HNPxGA,HNPxGD,HPPDA,HOPPDA,HDC,HODC,HxPTS,ATeam,AM,AW,AD,AL,AG,AGA,APTS,AxG,ANPxG,AxGA,ANPxGA,ANPxGD,APPDA,AOPPDA,ADC,AODC,AxPTS
21/08/2020,Bordeaux,Nantes,0-0,2.4,3.0,3.25,3.0,1.4,Bordeaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nantes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/08/2020,Dijon,Angers,0-1,2.7,3.1,2.8,2.37,1.57,Dijon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/08/2020,Lille,Rennes,1-1,2.3,3.2,3.3,2.3,1.61,Lille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rennes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2020,Monaco,Reims,2-2,1.9,3.4,4.33,2.2,1.66,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2020,Lorient,Strasbourg,3-1,2.5,3.2,3.0,2.3,1.61,Lorient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strasbourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2020,Nimes,Brest,4-0,2.3,3.2,3.3,2.0,1.8,Nimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2020,Nice,Lens,2-1,2.0,3.3,4.0,2.1,1.72,Nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/08/2020,Lyon,Dijon,4-1,1.28,5.75,9.0,1.66,2.2,Lyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dijon,1,0,0,1,0,1,0,0.74,0.74,2.02,2.02,-1.28,22.0,24.12,5,6,0.42
29/08/2020,Rennes,Montpellier,2-1,2.0,3.3,3.8,2.3,1.61,Rennes,1,0,1,0,1,1,1,1.3,1.3,0.4,0.4,0.89,23.07,16.5,6,1,2.18,Montpellier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/08/2020,Strasbourg,Nice,0-2,2.2,3.3,3.3,2.0,1.8,Strasbourg,1,0,0,1,1,3,0,0.33,0.33,3.07,2.31,-1.99,17.4,7.17,4,2,0.05,Nice,1,1,0,0,2,1,3,0.18,0.18,3.04,2.28,-2.1,7.27,12.41,3,5,0.02
